Target,Doses,Model,Env,Frame,Sample Size,Value
0.33,7,MCA (delta=0.1),0.07,9,30,41.2
0.33,7,MCA (delta=0.1),0.07,10,33,42.6
0.33,7,MCA (delta=0.1),0.07,11,36,45.1
0.33,7,MCA (delta=0.1),0.07,12,39,45.2
0.33,7,MCA (delta=0.1),0.07,13,42,47
0.33,7,MCA (delta=0.1),0.07,14,45,47.5
0.33,7,MCA (delta=0.1),0.07,15,48,48.8
0.33,7,MCA (delta=0.1),0.07,16,51,48.5
0.33,7,MCA (delta=0.1),0.07,17,54,49.1
0.33,7,MCA (delta=0.1),0.07,18,57,49.5
0.33,7,MCA (delta=0.1),0.07,19,60,50.1
0.33,7,MCA (delta=0.1),0.1,0,3,21.4
0.33,7,MCA (delta=0.1),0.1,1,6,26.7
0.33,7,MCA (delta=0.1),0.1,2,9,29.8
0.33,7,MCA (delta=0.1),0.1,3,12,34.5
0.33,7,MCA (delta=0.1),0.1,4,15,38.6
0.33,7,MCA (delta=0.1),0.1,5,18,42.8
0.33,7,MCA (delta=0.1),0.1,6,21,45.1
0.33,7,MCA (delta=0.1),0.1,7,24,48
0.33,7,MCA (delta=0.1),0.1,8,27,49.8
0.33,7,MCA (delta=0.1),0.1,9,30,52.4
0.33,7,MCA (delta=0.1),0.1,10,33,53.9
0.33,7,MCA (delta=0.1),0.1,11,36,55
0.33,7,MCA (delta=0.1),0.1,12,39,55.1
0.33,7,MCA (delta=0.1),0.1,13,42,55.7
0.33,7,MCA (delta=0.1),0.1,14,45,57.3
0.33,7,MCA (delta=0.1),0.1,15,48,57.4
0.33,7,MCA (delta=0.1),0.1,16,51,57.9
0.33,7,MCA (delta=0.1),0.1,17,54,59.6
0.33,7,MCA (delta=0.1),0.1,18,57,60.2
0.33,7,MCA (delta=0.1),0.1,19,60,60.7
0.33,7,MCA (delta=0.1),0.15,0,3,20.4
0.33,7,MCA (delta=0.1),0.15,1,6,30
0.33,7,MCA (delta=0.1),0.15,2,9,35.3
0.33,7,MCA (delta=0.1),0.15,3,12,38.7
0.33,7,MCA (delta=0.1),0.15,4,15,46.8
0.33,7,MCA (delta=0.1),0.15,5,18,53
0.33,7,MCA (delta=0.1),0.15,6,21,58
0.33,7,MCA (delta=0.1),0.15,7,24,60.5
0.33,7,MCA (delta=0.1),0.15,8,27,62.2
0.33,7,MCA (delta=0.1),0.15,9,30,63.7
0.33,7,MCA (delta=0.1),0.15,10,33,66.3
0.33,7,MCA (delta=0.1),0.15,11,36,66.4
0.33,7,MCA (delta=0.1),0.15,12,39,68.4
0.33,7,MCA (delta=0.1),0.15,13,42,69.6
0.33,7,MCA (delta=0.1),0.15,14,45,69.7
0.33,7,MCA (delta=0.1),0.15,15,48,72
0.33,7,MCA (delta=0.1),0.15,16,51,71.3
0.33,7,MCA (delta=0.1),0.15,17,54,72.1
0.33,7,MCA (delta=0.1),0.15,18,57,71.3
0.33,7,MCA (delta=0.1),0.15,19,60,72
0.33,7,MCA (delta=0.15),0.05,0,3,21.4
0.33,7,MCA (delta=0.15),0.05,1,6,23.5
0.33,7,MCA (delta=0.15),0.05,2,9,23.4
0.33,7,MCA (delta=0.15),0.05,3,12,24
0.33,7,MCA (delta=0.15),0.05,4,15,27.4
0.33,7,MCA (delta=0.15),0.05,5,18,29
0.33,7,MCA (delta=0.15),0.05,6,21,30.3
0.33,7,MCA (delta=0.15),0.05,7,24,31
0.33,7,MCA (delta=0.15),0.05,8,27,31.9
0.33,7,MCA (delta=0.15),0.05,9,30,32.4
0.33,7,MCA (delta=0.15),0.05,10,33,32.7
0.33,7,MCA (delta=0.15),0.05,11,36,35
0.33,7,MCA (delta=0.15),0.05,12,39,35.9
0.33,7,MCA (delta=0.15),0.05,13,42,36.1
0.33,7,MCA (delta=0.15),0.05,14,45,36.9
0.33,7,MCA (delta=0.15),0.05,15,48,37.9
0.33,7,MCA (delta=0.15),0.05,16,51,37.9
0.33,7,MCA (delta=0.15),0.05,17,54,38.3
0.33,7,MCA (delta=0.15),0.05,18,57,38.4
0.33,7,MCA (delta=0.15),0.05,19,60,38.7
0.33,7,MCA (delta=0.15),0.07,0,3,20.5
0.33,7,MCA (delta=0.15),0.07,1,6,24.1
0.33,7,MCA (delta=0.15),0.07,2,9,27.8
0.33,7,MCA (delta=0.15),0.07,3,12,28.9
0.33,7,MCA (delta=0.15),0.07,4,15,31.3
0.33,7,MCA (delta=0.15),0.07,5,18,36
0.33,7,MCA (delta=0.15),0.07,6,21,36.8
0.33,7,MCA (delta=0.15),0.07,7,24,39.9
0.33,7,MCA (delta=0.15),0.07,8,27,41.6
0.33,7,MCA (delta=0.15),0.07,9,30,43.1
0.33,7,MCA (delta=0.15),0.07,10,33,45.1
0.33,7,MCA (delta=0.15),0.07,11,36,46.9
0.33,7,MCA (delta=0.15),0.07,12,39,46.3
0.33,7,MCA (delta=0.15),0.07,13,42,47.9
0.33,7,MCA (delta=0.15),0.07,14,45,48.1
0.33,7,MCA (delta=0.15),0.07,15,48,49.5
0.33,7,MCA (delta=0.15),0.07,16,51,50.3
0.33,7,MCA (delta=0.15),0.07,17,54,50.9
0.33,7,MCA (delta=0.15),0.07,18,57,51.6
0.33,7,MCA (delta=0.15),0.07,19,60,52.1
0.33,7,MCA (delta=0.15),0.1,0,3,22
0.33,7,MCA (delta=0.15),0.1,1,6,26.7
0.33,7,MCA (delta=0.15),0.1,2,9,31.1
0.33,7,MCA (delta=0.15),0.1,3,12,34.8
0.33,7,MCA (delta=0.15),0.1,4,15,39.4
0.33,7,MCA (delta=0.15),0.1,5,18,42.1
0.33,7,MCA (delta=0.15),0.1,6,21,44.1
0.33,7,MCA (delta=0.15),0.1,7,24,48.3
0.33,7,MCA (delta=0.15),0.1,8,27,49.5
0.33,7,MCA (delta=0.15),0.1,9,30,50.5
0.33,7,MCA (delta=0.15),0.1,10,33,53.4
0.33,7,MCA (delta=0.15),0.1,11,36,54.4
0.33,7,MCA (delta=0.15),0.1,12,39,54.2
0.33,7,MCA (delta=0.15),0.1,13,42,55
0.33,7,MCA (delta=0.15),0.1,14,45,56.9
0.33,7,MCA (delta=0.15),0.1,15,48,57.2
0.33,7,MCA (delta=0.15),0.1,16,51,58.4
0.33,7,MCA (delta=0.15),0.1,17,54,59.2
0.33,7,MCA (delta=0.15),0.1,18,57,60.7
0.33,7,MCA (delta=0.15),0.1,19,60,60.7
0.33,7,MCA (delta=0.15),0.15,0,3,23.2
0.33,7,MCA (delta=0.15),0.15,1,6,30.9
0.33,7,MCA (delta=0.15),0.15,2,9,37.1
0.33,7,MCA (delta=0.15),0.15,3,12,45.4
0.33,7,MCA (delta=0.15),0.15,4,15,47.9
0.33,7,MCA (delta=0.15),0.15,5,18,54.2
0.33,7,MCA (delta=0.15),0.15,6,21,58.4
0.33,7,MCA (delta=0.15),0.15,7,24,61.4
0.33,7,MCA (delta=0.15),0.15,8,27,61.2
0.33,7,MCA (delta=0.15),0.15,9,30,63.7
0.33,7,MCA (delta=0.15),0.15,10,33,65
0.33,7,MCA (delta=0.15),0.15,11,36,67.2
0.33,7,MCA (delta=0.15),0.15,12,39,68.4
0.33,7,MCA (delta=0.15),0.15,13,42,69.3
0.33,7,MCA (delta=0.15),0.15,14,45,71.2
0.33,7,MCA (delta=0.15),0.15,15,48,72.6
0.33,7,MCA (delta=0.15),0.15,16,51,73.4
0.33,7,MCA (delta=0.15),0.15,17,54,72.6
0.33,7,MCA (delta=0.15),0.15,18,57,74.6
0.33,7,MCA (delta=0.15),0.15,19,60,74.8
0.33,7,MCA (delta=0.2),0.05,0,3,22.2
0.33,7,MCA (delta=0.2),0.05,1,6,23.8
0.33,7,MCA (delta=0.2),0.05,2,9,24.7
0.33,7,MCA (delta=0.2),0.05,3,12,25.8
0.33,7,MCA (delta=0.2),0.05,4,15,26.4
0.33,7,MCA (delta=0.2),0.05,5,18,25.4
0.33,7,MCA (delta=0.2),0.05,6,21,28.5
0.33,7,MCA (delta=0.2),0.05,7,24,28.3
0.33,7,MCA (delta=0.2),0.05,8,27,30.4
0.33,7,MCA (delta=0.2),0.05,9,30,30.9
0.33,7,MCA (delta=0.2),0.05,10,33,30.8
0.33,7,MCA (delta=0.2),0.05,11,36,32.3
0.33,7,MCA (delta=0.2),0.05,12,39,33.2
0.33,7,MCA (delta=0.2),0.05,13,42,34.1
0.33,7,MCA (delta=0.2),0.05,14,45,34.8
0.33,7,MCA (delta=0.2),0.05,15,48,35.6
0.33,7,MCA (delta=0.2),0.05,16,51,35.7
0.33,7,MCA (delta=0.2),0.05,17,54,36.2
0.33,7,MCA (delta=0.2),0.05,18,57,35.9
0.33,7,MCA (delta=0.2),0.05,19,60,36.4
0.33,7,MCA (delta=0.2),0.07,0,3,22.3
0.33,7,MCA (delta=0.2),0.07,1,6,25
0.33,7,MCA (delta=0.2),0.07,2,9,27.9
0.33,7,MCA (delta=0.2),0.07,3,12,28.8
0.33,7,MCA (delta=0.2),0.07,4,15,30.6
0.33,7,MCA (delta=0.2),0.07,5,18,34
0.33,7,MCA (delta=0.2),0.07,6,21,37.4
0.33,7,MCA (delta=0.2),0.07,7,24,37.7
0.33,7,MCA (delta=0.2),0.07,8,27,40
0.33,7,MCA (delta=0.2),0.07,9,30,41.8
0.33,7,MCA (delta=0.2),0.07,10,33,43.2
0.33,7,MCA (delta=0.2),0.07,11,36,45.1
0.33,7,MCA (delta=0.2),0.07,12,39,45.9
0.33,7,MCA (delta=0.2),0.07,13,42,45.2
0.33,7,MCA (delta=0.2),0.07,14,45,46
0.33,7,MCA (delta=0.2),0.07,15,48,46.9
0.33,7,MCA (delta=0.2),0.07,16,51,47.8
0.33,7,MCA (delta=0.2),0.07,17,54,49
0.33,7,MCA (delta=0.2),0.07,18,57,49.2
0.33,7,MCA (delta=0.2),0.07,19,60,49.9
0.33,7,MCA (delta=0.2),0.1,0,3,21.6
0.33,7,MCA (delta=0.2),0.1,1,6,26.6
0.33,7,MCA (delta=0.2),0.1,2,9,30.3
0.33,7,MCA (delta=0.2),0.1,3,12,35
0.33,7,MCA (delta=0.2),0.1,4,15,36.7
0.33,7,MCA (delta=0.2),0.1,5,18,40.5
0.33,7,MCA (delta=0.2),0.1,6,21,43.9
0.33,7,MCA (delta=0.2),0.1,7,24,46.4
0.33,7,MCA (delta=0.2),0.1,8,27,46.9
0.33,7,MCA (delta=0.2),0.1,9,30,49.2
0.33,7,MCA (delta=0.2),0.1,10,33,50.4
0.33,7,MCA (delta=0.2),0.1,11,36,52.5
0.33,7,MCA (delta=0.2),0.1,12,39,54.1
0.33,7,MCA (delta=0.2),0.1,13,42,54
0.33,7,MCA (delta=0.2),0.1,14,45,53.9
0.33,7,MCA (delta=0.2),0.1,15,48,54.8
0.33,7,MCA (delta=0.2),0.1,16,51,55.7
0.33,7,MCA (delta=0.2),0.1,17,54,56.1
0.33,7,MCA (delta=0.2),0.1,18,57,57.2
0.33,7,MCA (delta=0.2),0.1,19,60,57.9
0.33,7,MCA (delta=0.2),0.15,0,3,22.3
0.33,7,MCA (delta=0.2),0.15,1,6,30.1
0.33,7,MCA (delta=0.2),0.15,2,9,36.4
0.33,7,MCA (delta=0.2),0.15,3,12,45.3
0.33,7,MCA (delta=0.2),0.15,4,15,49.2
0.33,7,MCA (delta=0.2),0.15,5,18,53
0.33,7,MCA (delta=0.2),0.15,6,21,57.3
0.33,7,MCA (delta=0.2),0.15,7,24,59.5
0.33,7,MCA (delta=0.2),0.15,8,27,62.5
0.33,7,MCA (delta=0.2),0.15,9,30,64.3
0.33,7,MCA (delta=0.2),0.15,10,33,65.8
0.33,7,MCA (delta=0.2),0.15,11,36,65.9
0.33,7,MCA (delta=0.2),0.15,12,39,67.7
0.33,7,MCA (delta=0.2),0.15,13,42,67.8
0.33,7,MCA (delta=0.2),0.15,14,45,68.9
0.33,7,MCA (delta=0.2),0.15,15,48,68.5
0.33,7,MCA (delta=0.2),0.15,16,51,69
0.33,7,MCA (delta=0.2),0.15,17,54,69.9
0.33,7,MCA (delta=0.2),0.15,18,57,70.3
0.33,7,MCA (delta=0.2),0.15,19,60,70.8
0.33,7,MCA (random delta),0.05,0,3,22.7
0.33,7,MCA (random delta),0.05,1,6,25.7
0.33,7,MCA (random delta),0.05,2,9,25.2
0.33,7,MCA (random delta),0.05,3,12,26.8
0.33,7,MCA (random delta),0.05,4,15,28.1
0.33,7,MCA (random delta),0.05,5,18,28.9
0.33,7,MCA (random delta),0.05,6,21,31.1
0.33,7,MCA (random delta),0.05,7,24,31.7
0.33,7,MCA (random delta),0.05,8,27,32.7
0.33,7,MCA (random delta),0.05,9,30,33.9
0.33,7,MCA (random delta),0.05,10,33,34.7
0.33,7,MCA (random delta),0.05,11,36,36
0.33,7,MCA (random delta),0.05,12,39,36.9
0.33,7,MCA (random delta),0.05,13,42,35.9
0.33,7,MCA (random delta),0.05,14,45,38.1
0.33,7,MCA (random delta),0.05,15,48,38.4
0.33,7,MCA (random delta),0.05,16,51,39
0.33,7,MCA (random delta),0.05,17,54,39.5
0.33,7,MCA (random delta),0.05,18,57,40.2
0.33,7,MCA (random delta),0.05,19,60,40.1
0.33,7,MCA (random delta),0.07,0,3,21.7
0.33,7,MCA (random delta),0.07,1,6,24.3
0.33,7,MCA (random delta),0.07,2,9,27.8
0.33,7,MCA (random delta),0.07,3,12,31.8
0.33,7,MCA (random delta),0.07,4,15,33.8
0.33,7,MCA (random delta),0.07,5,18,37.3
0.33,7,MCA (random delta),0.07,6,21,38.9
0.33,7,MCA (random delta),0.07,7,24,40.2
0.33,7,MCA (random delta),0.07,8,27,42.5
0.33,7,MCA (random delta),0.07,9,30,44.1
0.33,7,MCA (random delta),0.07,10,33,46.1
0.33,7,MCA (random delta),0.07,11,36,47
0.33,7,MCA (random delta),0.07,12,39,47.7
0.33,7,MCA (random delta),0.07,13,42,49
0.33,7,MCA (random delta),0.07,14,45,49.4
0.33,7,MCA (random delta),0.07,15,48,50.3
0.33,7,MCA (random delta),0.07,16,51,51.4
0.33,7,MCA (random delta),0.07,17,54,50.6
0.33,7,MCA (random delta),0.07,18,57,51.1
0.33,7,MCA (random delta),0.07,19,60,52.3
0.33,7,MCA (random delta),0.1,0,3,21.5
0.33,7,MCA (random delta),0.1,1,6,26.1
0.33,7,MCA (random delta),0.1,2,9,30.2
0.33,7,MCA (random delta),0.1,3,12,33.4
0.33,7,MCA (random delta),0.1,4,15,37.2
0.33,7,MCA (random delta),0.1,5,18,41.4
0.33,7,MCA (random delta),0.1,6,21,44.5
0.33,7,MCA (random delta),0.1,7,24,47.6
0.33,7,MCA (random delta),0.1,8,27,50.9
0.33,7,MCA (random delta),0.1,9,30,52.1
0.33,7,MCA (random delta),0.1,10,33,55.5
0.33,7,MCA (random delta),0.1,11,36,57.4
0.33,7,MCA (random delta),0.1,12,39,57.5
0.33,7,MCA (random delta),0.1,13,42,58.8
0.33,7,MCA (random delta),0.1,14,45,57.9
0.33,7,MCA (random delta),0.1,15,48,58.7
0.33,7,MCA (random delta),0.1,16,51,60.7
0.33,7,MCA (random delta),0.1,17,54,61.9
0.33,7,MCA (random delta),0.1,18,57,62.2
0.33,7,MCA (random delta),0.1,19,60,63.3
0.33,7,MCA (random delta),0.15,0,3,21.9
0.33,7,MCA (random delta),0.15,1,6,30.9
0.33,7,MCA (random delta),0.15,2,9,37.7
0.33,7,MCA (random delta),0.15,3,12,41.9
0.33,7,MCA (random delta),0.15,4,15,46.2
0.33,7,MCA (random delta),0.15,5,18,54.4
0.33,7,MCA (random delta),0.15,6,21,59.5
0.33,7,MCA (random delta),0.15,7,24,62.2
0.33,7,MCA (random delta),0.15,8,27,62.5
0.33,7,MCA (random delta),0.15,9,30,65.9
0.33,7,MCA (random delta),0.15,10,33,66
0.33,7,MCA (random delta),0.15,11,36,66.2
0.33,7,MCA (random delta),0.15,12,39,67.5
0.33,7,MCA (random delta),0.15,13,42,68.6
0.33,7,MCA (random delta),0.15,14,45,71.1
0.33,7,MCA (random delta),0.15,15,48,71.7
0.33,7,MCA (random delta),0.15,16,51,72.3
0.33,7,MCA (random delta),0.15,17,54,73
0.33,7,MCA (random delta),0.15,18,57,73.8
0.33,7,MCA (random delta),0.15,19,60,75.1
0.33,9,MCA (delta=0.0),0.05,0,3,16.6
0.33,9,MCA (delta=0.0),0.05,1,6,17.6
0.33,9,MCA (delta=0.0),0.05,2,9,19.2
0.33,9,MCA (delta=0.0),0.05,3,12,21.1
0.33,9,MCA (delta=0.0),0.05,4,15,25.3
0.33,9,MCA (delta=0.0),0.05,5,18,26.4
0.33,9,MCA (delta=0.0),0.05,6,21,27
0.33,9,MCA (delta=0.0),0.05,7,24,29
0.33,9,MCA (delta=0.0),0.05,8,27,31
0.33,9,MCA (delta=0.0),0.05,9,30,31.3
0.33,9,MCA (delta=0.0),0.05,10,33,33.3
0.33,9,MCA (delta=0.0),0.05,11,36,34.5
0.33,9,MCA (delta=0.0),0.05,12,39,35
0.33,9,MCA (delta=0.0),0.05,13,42,35.1
0.33,9,MCA (delta=0.0),0.05,14,45,37.6
0.33,9,MCA (delta=0.0),0.05,15,48,37.8
0.33,9,MCA (delta=0.0),0.05,16,51,38.5
0.33,9,MCA (delta=0.0),0.05,17,54,38.7
0.33,9,MCA (delta=0.0),0.05,18,57,39.3
0.33,9,MCA (delta=0.0),0.05,19,60,39.4
0.33,9,MCA (delta=0.0),0.07,0,3,19
0.33,9,MCA (delta=0.0),0.07,1,6,22.2
0.33,9,MCA (delta=0.0),0.07,2,9,24.5
0.33,9,MCA (delta=0.0),0.07,3,12,26.2
0.33,9,MCA (delta=0.0),0.07,4,15,30.1
0.33,9,MCA (delta=0.0),0.07,5,18,31.6
0.33,9,MCA (delta=0.0),0.07,6,21,34.5
0.33,9,MCA (delta=0.0),0.07,7,24,37.4
0.33,9,MCA (delta=0.0),0.07,8,27,39.5
0.33,9,MCA (delta=0.0),0.07,9,30,39.9
0.33,9,MCA (delta=0.0),0.07,10,33,41.7
0.33,9,MCA (delta=0.0),0.07,11,36,42.4
0.33,9,MCA (delta=0.0),0.07,12,39,43.5
0.33,9,MCA (delta=0.0),0.07,13,42,45.3
0.33,9,MCA (delta=0.0),0.07,14,45,45.9
0.33,9,MCA (delta=0.0),0.07,15,48,46
0.33,9,MCA (delta=0.0),0.07,16,51,48.6
0.33,9,MCA (delta=0.0),0.07,17,54,49.6
0.33,9,MCA (delta=0.0),0.07,18,57,50.5
0.33,9,MCA (delta=0.0),0.07,19,60,51.3
0.33,9,MCA (delta=0.0),0.1,0,3,19.4
0.33,9,MCA (delta=0.0),0.1,1,6,24.7
0.33,9,MCA (delta=0.0),0.1,2,9,29.3
0.33,9,MCA (delta=0.0),0.1,3,12,29.1
0.33,9,MCA (delta=0.0),0.1,4,15,33.1
0.33,9,MCA (delta=0.0),0.1,5,18,36.1
0.33,9,MCA (delta=0.0),0.1,6,21,40
0.33,9,MCA (delta=0.0),0.1,7,24,45
0.33,9,MCA (delta=0.0),0.1,8,27,47.6
0.33,9,MCA (delta=0.0),0.1,9,30,51.2
0.33,9,MCA (delta=0.0),0.1,10,33,50.9
0.33,9,MCA (delta=0.0),0.1,11,36,51.8
0.33,9,MCA (delta=0.0),0.1,12,39,54.1
0.33,9,MCA (delta=0.0),0.1,13,42,55.9
0.33,9,MCA (delta=0.0),0.1,14,45,57.6
0.33,9,MCA (delta=0.0),0.1,15,48,59.8
0.33,9,MCA (delta=0.0),0.1,16,51,61.1
0.33,9,MCA (delta=0.0),0.1,17,54,60.9
0.33,9,MCA (delta=0.0),0.1,18,57,62.3
0.33,9,MCA (delta=0.0),0.1,19,60,62.6
0.33,9,MCA (delta=0.0),0.15,0,3,18.7
0.33,9,MCA (delta=0.0),0.15,1,6,24.1
0.33,9,MCA (delta=0.0),0.15,2,9,28.3
0.33,9,MCA (delta=0.0),0.15,3,12,30.9
0.33,9,MCA (delta=0.0),0.15,4,15,37.9
0.33,9,MCA (delta=0.0),0.15,5,18,41
0.33,9,MCA (delta=0.0),0.15,6,21,45.9
0.33,9,MCA (delta=0.0),0.15,7,24,50.7
0.33,9,MCA (delta=0.0),0.15,8,27,55.7
0.33,9,MCA (delta=0.0),0.15,9,30,58.8
0.33,9,MCA (delta=0.0),0.15,10,33,61
0.33,9,MCA (delta=0.0),0.15,11,36,61.8
0.33,9,MCA (delta=0.0),0.15,12,39,64.5
0.33,9,MCA (delta=0.0),0.15,13,42,65.5
0.33,9,MCA (delta=0.0),0.15,14,45,67.1
0.33,9,MCA (delta=0.0),0.15,15,48,68
0.33,9,MCA (delta=0.0),0.15,16,51,69.2
0.33,9,MCA (delta=0.0),0.15,17,54,70.7
0.33,9,MCA (delta=0.0),0.15,18,57,71.5
0.33,9,MCA (delta=0.0),0.15,19,60,72.5
0.33,9,MCA (delta=0.05),0.05,0,3,16.3
0.33,9,MCA (delta=0.05),0.05,1,6,18.1
0.33,9,MCA (delta=0.05),0.05,2,9,20.6
0.33,9,MCA (delta=0.05),0.05,3,12,23.6
0.33,9,MCA (delta=0.05),0.05,4,15,25
0.33,9,MCA (delta=0.05),0.05,5,18,26.1
0.33,9,MCA (delta=0.05),0.05,6,21,27.6
0.33,9,MCA (delta=0.05),0.05,7,24,28.9
0.33,9,MCA (delta=0.05),0.05,8,27,31.3
0.33,9,MCA (delta=0.05),0.05,9,30,31.5
0.33,9,MCA (delta=0.05),0.05,10,33,32.2
0.33,9,MCA (delta=0.05),0.05,11,36,34
0.33,9,MCA (delta=0.05),0.05,12,39,33.9
0.33,9,MCA (delta=0.05),0.05,13,42,34.2
0.33,9,MCA (delta=0.05),0.05,14,45,35.3
0.33,9,MCA (delta=0.05),0.05,15,48,36.8
0.33,9,MCA (delta=0.05),0.05,16,51,37.3
0.33,9,MCA (delta=0.05),0.05,17,54,37.8
0.33,9,MCA (delta=0.05),0.05,18,57,38.9
0.33,9,MCA (delta=0.05),0.05,19,60,38.9
0.33,9,MCA (delta=0.05),0.07,0,3,20.6
0.33,9,MCA (delta=0.05),0.07,1,6,23.2
0.33,9,MCA (delta=0.05),0.07,2,9,26.8
0.33,9,MCA (delta=0.05),0.07,3,12,26.8
0.33,9,MCA (delta=0.05),0.07,4,15,31.3
0.33,9,MCA (delta=0.05),0.07,5,18,33.1
0.33,9,MCA (delta=0.05),0.07,6,21,35.2
0.33,9,MCA (delta=0.05),0.07,7,24,37.4
0.33,9,MCA (delta=0.05),0.07,8,27,43.3
0.33,9,MCA (delta=0.05),0.07,9,30,43.3
0.33,9,MCA (delta=0.05),0.07,10,33,43.3
0.33,9,MCA (delta=0.05),0.07,11,36,44.5
0.33,9,MCA (delta=0.05),0.07,12,39,44.2
0.33,9,MCA (delta=0.05),0.07,13,42,47
0.33,9,MCA (delta=0.05),0.07,14,45,49.1
0.33,9,MCA (delta=0.05),0.07,15,48,49.1
0.33,9,MCA (delta=0.05),0.07,16,51,50.4
0.33,9,MCA (delta=0.05),0.07,17,54,51.6
0.33,9,MCA (delta=0.05),0.07,18,57,52.2
0.33,9,MCA (delta=0.05),0.07,19,60,51.6
0.33,9,MCA (delta=0.05),0.1,0,3,19.1
0.33,9,MCA (delta=0.05),0.1,1,6,23.5
0.33,9,MCA (delta=0.05),0.1,2,9,27
0.33,9,MCA (delta=0.05),0.1,3,12,30.7
0.33,9,MCA (delta=0.05),0.1,4,15,34.4
0.33,9,MCA (delta=0.05),0.1,5,18,39.2
0.33,9,MCA (delta=0.05),0.1,6,21,43
0.33,9,MCA (delta=0.05),0.1,7,24,46.1
0.33,9,MCA (delta=0.05),0.1,8,27,50.2
0.33,9,MCA (delta=0.05),0.1,9,30,51.2
0.33,9,MCA (delta=0.05),0.1,10,33,54.4
0.33,9,MCA (delta=0.05),0.1,11,36,53.9
0.33,9,MCA (delta=0.05),0.1,12,39,55.9
0.33,9,MCA (delta=0.05),0.1,13,42,56.2
0.33,9,MCA (delta=0.05),0.1,14,45,58.6
0.33,9,MCA (delta=0.05),0.1,15,48,58.9
0.33,9,MCA (delta=0.05),0.1,16,51,58.7
0.33,9,MCA (delta=0.05),0.1,17,54,59.3
0.33,9,MCA (delta=0.05),0.1,18,57,59.7
0.33,9,MCA (delta=0.05),0.1,19,60,60.7
0.33,9,MCA (delta=0.05),0.15,0,3,18.4
0.33,9,MCA (delta=0.05),0.15,1,6,24.2
0.33,9,MCA (delta=0.05),0.15,2,9,28.8
0.33,9,MCA (delta=0.05),0.15,3,12,32.3
0.33,9,MCA (delta=0.05),0.15,4,15,37
0.33,9,MCA (delta=0.05),0.15,5,18,42.3
0.33,9,MCA (delta=0.05),0.15,6,21,49.6
0.33,9,MCA (delta=0.05),0.15,7,24,55.4
0.33,9,MCA (delta=0.05),0.15,8,27,58.2
0.33,9,MCA (delta=0.05),0.15,9,30,62.7
0.33,9,MCA (delta=0.05),0.15,10,33,63.8
0.33,9,MCA (delta=0.05),0.15,11,36,65.8
0.33,9,MCA (delta=0.05),0.15,12,39,67.1
0.33,9,MCA (delta=0.05),0.15,13,42,69.1
0.33,9,MCA (delta=0.05),0.15,14,45,71
0.33,9,MCA (delta=0.05),0.15,15,48,71.5
0.33,9,MCA (delta=0.05),0.15,16,51,72.8
0.33,9,MCA (delta=0.05),0.15,17,54,73.2
0.33,9,MCA (delta=0.05),0.15,18,57,73.8
0.33,9,MCA (delta=0.05),0.15,19,60,74.2
0.33,9,MCA (delta=0.1),0.05,0,3,15.5
0.33,9,MCA (delta=0.1),0.05,1,6,18.1
0.33,9,MCA (delta=0.1),0.05,2,9,21
0.33,9,MCA (delta=0.1),0.05,3,12,22.5
0.33,9,MCA (delta=0.1),0.05,4,15,23.7
0.33,9,MCA (delta=0.1),0.05,5,18,25.1
0.33,9,MCA (delta=0.1),0.05,6,21,26.9
0.33,9,MCA (delta=0.1),0.05,7,24,28.1
0.33,9,MCA (delta=0.1),0.05,8,27,29.5
0.33,9,MCA (delta=0.1),0.05,9,30,31.3
0.33,9,MCA (delta=0.1),0.05,10,33,30.9
0.33,9,MCA (delta=0.1),0.05,11,36,31.5
0.33,9,MCA (delta=0.1),0.05,12,39,33.8
0.33,9,MCA (delta=0.1),0.05,13,42,34.3
0.33,9,MCA (delta=0.1),0.05,14,45,35.6
0.33,9,MCA (delta=0.1),0.05,15,48,37.2
0.33,9,MCA (delta=0.1),0.05,16,51,37.9
0.33,9,MCA (delta=0.1),0.05,17,54,38.3
0.33,9,MCA (delta=0.1),0.05,18,57,39.1
0.33,9,MCA (delta=0.1),0.05,19,60,40.2
0.33,9,MCA (delta=0.1),0.07,0,3,20.1
0.33,9,MCA (delta=0.1),0.07,1,6,24.2
0.33,9,MCA (delta=0.1),0.07,2,9,25.2
0.33,9,MCA (delta=0.1),0.07,3,12,27.8
0.33,9,MCA (delta=0.1),0.07,4,15,29.9
0.33,9,MCA (delta=0.1),0.07,5,18,32
0.33,9,MCA (delta=0.1),0.07,6,21,33.3
0.33,9,MCA (delta=0.1),0.07,7,24,35.1
0.33,9,MCA (delta=0.1),0.07,8,27,38.4
0.33,9,MCA (delta=0.1),0.07,9,30,39.6
0.33,9,MCA (delta=0.1),0.07,10,33,42.2
0.33,9,MCA (delta=0.1),0.07,11,36,42.7
0.33,9,MCA (delta=0.1),0.07,12,39,45.5
0.33,9,MCA (delta=0.1),0.07,13,42,45.2
0.33,9,MCA (delta=0.1),0.07,14,45,46.7
0.33,9,MCA (delta=0.1),0.07,15,48,48.2
0.33,9,MCA (delta=0.1),0.07,16,51,48.7
0.33,9,MCA (delta=0.1),0.07,17,54,49.1
0.33,9,MCA (delta=0.1),0.07,18,57,49.4
0.33,9,MCA (delta=0.1),0.07,19,60,50.9
0.33,9,MCA (delta=0.1),0.1,0,3,18.9
0.33,9,MCA (delta=0.1),0.1,1,6,23.9
